banner_width,banner_height,app_bundle,inventory_source,hour_of_day_utc,value
,,com.weather.Weather,INDEX_EXCHANGE,19,0.24291244203252846
,,com.weather.Weather,INDEX_EXCHANGE,20,0.2992807621468155
,,com.weather.Weather,INDEX_EXCHANGE,21,0.28481298309843317
,,com.weather.Weather,INDEX_EXCHANGE,22,0.1318343763352966
,,com.wgt.android.golf,RUBICON,11,0.12085856599473441
,,com.wgt.android.golf,RUBICON,12,0.5210353185935437
,,com.wgt.android.golf,RUBICON,13,0.3138686172737502
,,com.wgt.android.golf,RUBICON,14,0.48642496933576074
,,com.wgt.android.golf,RUBICON,15,0.4901976730234895
,,com.wgt.android.golf,RUBICON,16,0.48193073372618356
,,com.wgt.android.golf,RUBICON,17,0.25112983667010924
,,com.wgt.android.golf,RUBICON,18,0.19611282432781535
,,com.wgt.android.golf,RUBICON,19,0.2756418988902574
,,com.wgt.android.golf,RUBICON,20,0.2637997403330432
,,com.wgt.android.golf,RUBICON,21,0.26835363253365563
,,com.wgt.android.golf,RUBICON,22,0.03617001775881199
,,com.wgt.android.golf,UNITY,11,0.5321305021036384
,,com.wgt.android.golf,UNITY,12,0.4217961100627296
,,com.wgt.android.golf,UNITY,13,0.4385292507013328
,,com.wgt.android.golf,UNITY,14,0.3942374047628683
,,com.wgt.android.golf,UNITY,15,0.9954641101412123
,,com.wgt.android.golf,UNITY,16,0.6456081531416689
,,com.wgt.android.golf,UNITY,17,0.3860774536167502
,,com.wgt.android.golf,UNITY,18,0.3821714002967576
,,com.wgt.android.golf,UNITY,19,0.2950108286585891
,,com.wgt.android.golf,UNITY,20,0.31286118476436225
,,com.wgt.android.golf,UNITY,21,0.24040202716568831
,,com.wordgame.puzzle.board.en,OPENX,11,0.11234508460410196
,,com.wordgame.puzzle.board.en,OPENX,14,0.14948147957781327
,,com.wordgame.puzzle.board.en,OPENX,16,0.12222054399814879
,,com.wordgame.puzzle.board.en,OPENX,17,0.18154962261915647
,,com.wordgame.puzzle.board.en,OPENX,18,0.04368104192033066
,,com.wordgame.puzzle.board.en,OPENX,20,0.05452835348583461
,,com.wordgame.puzzle.board.en,RUBICON,14,0.02610838103614327
,,com.wordgame.puzzle.board.en,RUBICON,15,0.03013523211439896
,,com.wordgame.puzzle.board.en,RUBICON,16,0.24805355200130463
,,com.wordgame.puzzle.board.en,RUBICON,17,0.08993751270221956
,,com.wordgame.puzzle.board.en,RUBICON,18,0.018814941619312242
,,com.wordgame.puzzle.board.en,RUBICON,19,0.018292298178216496
,,com.wordgame.puzzle.board.en,RUBICON,20,0.01924308059707896
,,com.wordgame.puzzle.board.en,RUBICON,21,0.09827932687622284
,,com.wordgame.words.connect,GOOGLE_ADX,14,1.8071236519641323
,,com.wordgame.words.connect,GOOGLE_ADX,15,3.1286942031297946
,,com.wordgame.words.connect,GOOGLE_ADX,16,2.8912712917482426
,,com.wordgame.words.connect,GOOGLE_ADX,17,2.6513001426894633
,,com.wordgame.words.connect,GOOGLE_ADX,18,2.1188964639370242
,,com.wordgame.words.connect,GOOGLE_ADX,19,1.3833777878128137
,,com.wordgame.words.connect,GOOGLE_ADX,21,0.6513418792903732
,,com.zynga.boggle,PULSEPOINT,15,1.3431358546626997
,,com.zynga.boggle,PULSEPOINT,16,1.5442592948596037
,,com.zynga.boggle,PULSEPOINT,17,1.1083320763888385
,,com.zynga.boggle,PULSEPOINT,18,0.3304228943620076
,,com.zynga.boggle,PULSEPOINT,19,0.5869838277229025
,,com.zynga.boggle,PULSEPOINT,20,0.312160109151798
,,com.zynga.boggle,PULSEPOINT,21,0.4800187620007365
,,com.zynga.boggle,PULSEPOINT,22,0.03357439010472362
,,com.zynga.crosswordswithfriends,PULSEPOINT,15,1.3809610896554343
,,com.zynga.crosswordswithfriends,PULSEPOINT,16,0.8388749143135539
,,com.zynga.crosswordswithfriends,PULSEPOINT,17,0.897462968518396
,,com.zynga.crosswordswithfriends,PULSEPOINT,18,0.19030548626994576
,,com.zynga.crosswordswithfriends,PULSEPOINT,19,0.9022129754973394
,,com.zynga.crosswordswithfriends,PULSEPOINT,20,0.635695766546716
,,com.zynga.crosswordswithfriends,PULSEPOINT,21,0.1975056490958906
,,com.zynga.crosswordswithfriends,RUBICON,19,0.0
,,com.zynga.words,GOOGLE_ADX,15,0.06347748887820931
,,com.zynga.words,PULSEPOINT,16,0.794318405508947
,,com.zynga.words,PULSEPOINT,17,0.6749627272247617
,,com.zynga.words,PULSEPOINT,19,0.050473381582735365
,,com.zynga.words,RUBICON,10,0.3237887675349886
,,com.zynga.words,RUBICON,11,0.2948533581378937
,,com.zynga.words,RUBICON,12,0.16237796223121148
,,com.zynga.words,RUBICON,13,0.18251441499653404
,,com.zynga.words,RUBICON,14,0.30769276974250737
,,com.zynga.words,RUBICON,15,0.2575277909133417
,,com.zynga.words,RUBICON,16,0.236659147308161
,,com.zynga.words,RUBICON,17,0.1180236468680567
,,com.zynga.words,RUBICON,18,0.08675492214659629
,,com.zynga.words,RUBICON,19,0.0954359308607442
,,com.zynga.words,RUBICON,20,0.10845735895512737
,,com.zynga.words,RUBICON,21,0.10820375793611176
,,com.zynga.words,RUBICON,22,0.06852796398721922
,,com.zynga.words3,RUBICON,11,0.4110789204772319
,,com.zynga.words3,RUBICON,12,0.23829177747247288
,,com.zynga.words3,RUBICON,13,0.657698784259048
,,com.zynga.words3,RUBICON,14,2.0028539178503517
,,com.zynga.words3,RUBICON,15,0.4440258610241572
,,com.zynga.words3,RUBICON,16,0.42193736278486693
,,com.zynga.words3,RUBICON,17,0.26744795375327074
,,com.zynga.words3,RUBICON,18,0.17842965678839964
,,com.zynga.words3,RUBICON,19,0.18345754695642297
,,com.zynga.words3,RUBICON,20,0.19051849007692576
,,com.zynga.words3,RUBICON,21,0.22544291656514986
,,com.zynga.words3,RUBICON,22,0.13594623207990478
,,com.zynga.wwf2.free,PULSEPOINT,15,1.2864130093627446
,,com.zynga.wwf2.free,PULSEPOINT,16,1.3544982758511075
,,com.zynga.wwf2.free,PULSEPOINT,18,0.03463602005051017
,,com.zynga.wwf2.free,PULSEPOINT,19,0.22350674273737994
,,com.zynga.wwf2.free,PULSEPOINT,20,0.22512920180914647
,,com.zynga.wwf2.free,PULSEPOINT,21,0.399090743160344
,,com.zynga.wwf2.free,RUBICON,14,0.13343429397182896
,,com.zynga.wwf2.free,RUBICON,15,0.06251349245626413
,,com.zynga.wwf2.free,RUBICON,16,0.28100575736817235
,,com.zynga.wwf2.free,RUBICON,17,0.11224685542315802
,,com.zynga.wwf2.free,RUBICON,18,0.07074756759472672
,,com.zynga.wwf2.free,RUBICON,19,0.09529907378703625
,,com.zynga.wwf2.free,RUBICON,20,0.030008719726145938
,,com.zynga.wwf2.free,RUBICON,21,0.030008719726145938
,,freedom.bubble,GOOGLE_ADX,15,0.036814628902560896
,,freedom.bubble,GOOGLE_ADX,16,0.03627627739978857
,,freedom.bubble,GOOGLE_ADX,18,0.020746766973443232
,,freedom.bubble,GOOGLE_ADX,19,0.050505169220467036
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,13,0.7235884642813414
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,14,1.69205060407708
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,15,2.121829541166219
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,16,2.8370641180959613
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,17,1.0326593134098592
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,18,0.95183488470464
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,19,2.3190867245488973
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,20,0.5762319078218139
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,21,0.6724097616781666
,,game.bubble.shooter.dragon.pop,GOOGLE_ADX,22,0.5064667043486918
,,game.bubble.shooter.dragon.pop,UNITY,10,0.14200608816240107
,,game.bubble.shooter.dragon.pop,UNITY,13,0.27182583751289613
,,game.bubble.shooter.dragon.pop,UNITY,14,0.3127022989481135
,,game.bubble.shooter.dragon.pop,UNITY,15,0.21775768010071772
,,game.bubble.shooter.dragon.pop,UNITY,16,0.3756809850766762
,,game.bubble.shooter.dragon.pop,UNITY,17,0.18377220691234886
,,game.bubble.shooter.dragon.pop,UNITY,19,0.10802802145296328
,,game.bubble.shooter.dragon.pop,UNITY,21,0.1649849177675878
,,game.puzzle.woodypuzzle,GOOGLE_ADX,12,0.24796127619272315
,,game.puzzle.woodypuzzle,GOOGLE_ADX,13,0.6404801144959378
,,game.puzzle.woodypuzzle,GOOGLE_ADX,14,0.4042995417659448
,,game.puzzle.woodypuzzle,GOOGLE_ADX,15,0.8510759469234941
,,game.puzzle.woodypuzzle,GOOGLE_ADX,16,0.5142295162951249
,,game.puzzle.woodypuzzle,GOOGLE_ADX,17,0.4457678232161256
,,game.puzzle.woodypuzzle,GOOGLE_ADX,18,0.22390775454823486
,,game.puzzle.woodypuzzle,GOOGLE_ADX,19,0.5270399021266323
,,game.puzzle.woodypuzzle,GOOGLE_ADX,20,0.24037640302991026
,,game.puzzle.woodypuzzle,GOOGLE_ADX,21,0.2363481411547076
,,in.playsimple.wordtrip,OPENX,14,0.0
,,in.playsimple.wordtrip,OPENX,19,0.0
,,in.playsimple.wordtrip,RUBICON,16,0.3457784528837716
,,in.playsimple.wordtrip,RUBICON,17,0.21661378975102782
,,in.playsimple.wordtrip,RUBICON,18,0.08018118017434514
,,in.playsimple.wordtrip,RUBICON,19,0.03560529777076594
,,in.playsimple.wordtrip,RUBICON,20,0.2048997897000851
,,in.playsimple.wordtrip,RUBICON,21,0.03443904063042534
,,io.voodoo.holeio,UNITY,14,0.17350106932692352
,,io.voodoo.holeio,UNITY,15,0.29704669110980864
,,io.voodoo.holeio,UNITY,16,0.5658533888489446
,,io.voodoo.holeio,UNITY,17,0.1712739886535322
,,io.voodoo.paper2,PULSEPOINT,15,0.03579211330642034
,,music.equalizer.bass.volume.booster,PULSEPOINT,20,0.0
,,se.maginteractive.rumble.free,GOOGLE_ADX,15,0.300484887904646
,,se.maginteractive.rumble.free,GOOGLE_ADX,16,0.03444140310003713
,,se.maginteractive.rumble.free,PULSEPOINT,15,1.2802226916235806
,,se.maginteractive.rumble.free,PULSEPOINT,16,1.4747215770674538
,,se.maginteractive.rumble.free,PULSEPOINT,17,1.0573376187372578
,,se.maginteractive.rumble.free,PULSEPOINT,18,0.8604948003586342
,,se.maginteractive.rumble.free,PULSEPOINT,19,0.994044927984247
,,se.maginteractive.rumble.free,PULSEPOINT,20,0.94309522019528
,,se.maginteractive.rumble.free,PULSEPOINT,21,1.0469035995749738
,,se.maginteractive.rumble.free,PULSEPOINT,22,0.9378121574103477
,,se.maginteractive.rumble.free,RUBICON,16,0.29998468046626126
,,se.maginteractive.rumble.free,RUBICON,17,0.1075759210085325
,,se.maginteractive.rumble.free,RUBICON,18,0.17583570271949805
,,tunein.player,PULSEPOINT,15,0.4384882669747369
,,tunein.player,PULSEPOINT,16,0.41759428995240033
,,tunein.player,PULSEPOINT,17,0.36732192239674394
,,tunein.player,PULSEPOINT,18,0.2533988054287672
,,tunein.player,PULSEPOINT,19,0.25582415487646315
,,tunein.player,PULSEPOINT,20,0.3828380186793414
,,tunein.player,PULSEPOINT,21,0.29007872906902876
,,tunein.player,PULSEPOINT,22,0.10591956066093126
,,tunein.player,RUBICON,18,0.6695886543779722
,,tunein.player,RUBICON,19,0.022294311035314783
,,tv.peel.samsung.app,GOOGLE_ADX,21,0.0
,,tv.peel.samsung.app,RUBICON,18,1.1213562322691843
,,tv.peel.samsung.app,RUBICON,19,0.022192596294930474
,,wp.wattpad,RUBICON,13,1.0070050296439783
,,wp.wattpad,RUBICON,15,0.18779100739448096
,,wp.wattpad,RUBICON,16,1.1097653491323367
,,wp.wattpad,RUBICON,17,1.0124223204506904
,,wp.wattpad,RUBICON,18,0.41749607259886967
,,wp.wattpad,RUBICON,19,0.8982578535762386
,,wp.wattpad,RUBICON,20,0.24663931180037083
