size,banner_width,banner_height,app_bundle,inventory_source,hour_of_day_utc,value
x,,,com.auxbrain.egginc,UNITY,20,1.1826847519509094
x,,,com.aws.android,SPOTX,4,0.8657462522275542
x,,,com.aws.android,SPOTX,5,0.58626713814235
x,,,com.aws.android,SPOTX,6,0.3186233101932648
x,,,com.aws.android,SPOTX,7,0.5486630689714386
x,,,com.aws.android,SPOTX,8,1.0967333462846993
x,,,com.aws.android,SPOTX,9,1.3656838151496802
x,,,com.aws.android,SPOTX,10,1.3915975558460467
x,,,com.aws.android,SPOTX,11,1.8901483681270994
x,,,com.aws.android,SPOTX,12,1.6470554388509908
x,,,com.aws.android,SPOTX,13,1.5921212815815664
x,,,com.aws.android,SPOTX,14,1.952520932107598
x,,,com.aws.android,SPOTX,15,2.0435525043568035
x,,,com.aws.android,SPOTX,16,1.2796656320724709
x,,,com.aws.android,SPOTX,17,1.323383630534122
x,,,com.aws.android,SPOTX,18,1.0836283526388784
x,,,com.aws.android,SPOTX,19,1.412462772644734
x,,,com.aws.android,SPOTX,20,1.371095913868905
x,,,com.aws.android,SPOTX,21,1.5702386406987043
x,,,com.aws.android,TREMOR,4,0.07578387732812795
x,,,com.aws.android,TREMOR,5,0.07897378561720753
x,,,com.aws.android,TREMOR,6,0.0949928020361754
x,,,com.aws.android,TREMOR,7,0.09431288722051218
x,,,com.aws.android,TREMOR,8,0.10167893348357142
x,,,com.aws.android,TREMOR,9,0.09983449188338413
x,,,com.aws.android,TREMOR,10,0.10654851192321166
x,,,com.aws.android,TREMOR,11,0.12512927260243092
x,,,com.aws.android,TREMOR,12,0.125757914491165
x,,,com.aws.android,TREMOR,13,0.13603180322218955
x,,,com.aws.android,TREMOR,14,0.146981707081681
x,,,com.aws.android,TREMOR,15,0.14755637675644925
x,,,com.aws.android,TREMOR,16,0.1457907272398282
x,,,com.aws.android,TREMOR,17,0.14968472065803567
x,,,com.aws.android,TREMOR,18,0.13725157463217758
x,,,com.aws.android,TREMOR,19,0.13006352762649812
x,,,com.aws.android,TREMOR,20,0.11401957957244563
x,,,com.aws.android,TREMOR,21,0.10285666479748976
x,,,com.badoo.mobile,PULSEPOINT,4,2.2435478831560545
x,,,com.badoo.mobile,PULSEPOINT,7,2.571332883885434
x,,,com.badoo.mobile,PULSEPOINT,8,2.52988468557074
x,,,com.badoo.mobile,PULSEPOINT,9,2.3415545360609196
x,,,com.badoo.mobile,PULSEPOINT,10,2.4497129481441133
x,,,com.badoo.mobile,PULSEPOINT,11,2.778051100810326
x,,,com.badoo.mobile,PULSEPOINT,12,2.733191653082457
x,,,com.badoo.mobile,PULSEPOINT,13,2.343269979067655
x,,,com.badoo.mobile,PULSEPOINT,14,2.690443250872797
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,5,0.810503757053387
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,6,0.7879263716907565
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,9,0.8815966996986668
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,11,0.6507159652171963
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,12,1.5606722125373969
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,14,1.9879628038778765
x,,,com.bitmango.go.wordcookies,GOOGLE_ADX,19,1.3898609461435185
x,,,com.bitmango.go.wordcookies,UNITY,4,0.36696985496949364
x,,,com.bitmango.go.wordcookies,UNITY,5,0.36100263529076965
x,,,com.bitmango.go.wordcookies,UNITY,6,0.5728669515732355
x,,,com.bitmango.go.wordcookies,UNITY,7,0.536652767912129
x,,,com.bitmango.go.wordcookies,UNITY,8,0.5233102489020987
x,,,com.bitmango.go.wordcookies,UNITY,9,0.6269269371889331
x,,,com.bitmango.go.wordcookies,UNITY,10,0.6612715651648642
x,,,com.bitmango.go.wordcookies,UNITY,11,0.8292581528735138
x,,,com.bitmango.go.wordcookies,UNITY,12,0.8175557503305676
x,,,com.bitmango.go.wordcookies,UNITY,13,0.8864162920002085
x,,,com.bitmango.go.wordcookies,UNITY,14,1.1949275052723416
x,,,com.bitmango.go.wordcookies,UNITY,15,1.2500475590769802
x,,,com.bitmango.go.wordcookies,UNITY,16,1.1013857083842267
x,,,com.bitmango.go.wordcookies,UNITY,17,1.1181595861849591
x,,,com.bitmango.go.wordcookies,UNITY,18,0.9809814840079967
x,,,com.bitmango.go.wordcookies,UNITY,19,0.9392964911634986
x,,,com.bitmango.go.wordcookies,UNITY,20,0.775533650444537
x,,,com.bitmango.go.wordcookies,UNITY,21,0.47453560847414744
x,,,com.candy.world.crush.jam.free,GOOGLE_ADX,16,1.172626127746939
x,,,com.candy.world.crush.jam.free,GOOGLE_ADX,17,1.11310787472665
x,,,com.candy.world.crush.jam.free,GOOGLE_ADX,18,1.190933320168174
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,4,0.6167590367067567
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,5,0.6657997662889257
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,6,0.7471556876403485
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,7,0.7917987667318291
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,8,0.7835692758651077
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,9,0.8319514429388527
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,10,0.8367706706484145
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,11,1.2633254369747717
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,13,1.2284241694101843
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,14,1.533172678446332
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,15,1.632093194706613
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,16,1.568235208405323
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,17,1.6660646261707928
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,18,1.5988438018346265
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,19,1.4667933289198307
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,20,1.3410012197961194
x,,,com.cmplay.bricksnballs,GOOGLE_ADX,21,1.010544092796423
x,,,com.cmplay.bricksnballs,OPENX,5,1.2095582415095556
x,,,com.cmplay.bricksnballs,OPENX,10,1.019900286872325
x,,,com.colorup.game,OPENX,4,1.1067343535234537
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,5,1.42447225123904
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,8,1.8764951885955659
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,11,1.8433233003975922
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,13,2.3620061606363434
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,14,2.9304150357857646
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,16,2.8516907195254384
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,17,2.7135855058807117
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,19,2.281029965477786
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,20,1.9082729792901727
x,,,com.deepsleep.sleep.soft.music.sounds,GOOGLE_ADX,21,1.7120163692324486
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,4,1.236110390225888
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,5,2.0740892242556552
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,6,2.6680456709799554
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,7,2.3798498393916097
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,8,2.29504441269806
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,9,2.502320430572028
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,10,2.3538142227231735
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,11,2.7653374366564725
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,12,2.6846896585996203
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,13,1.3467582165631828
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,14,1.2317526273677446
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,15,1.446305934848866
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,16,1.8153460312575838
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,17,1.8393242889233983
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,18,1.9992799771728533
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,19,2.6192190871380356
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,20,2.452228647371592
x,,,com.deepsleep.sleep.soft.music.sounds,PULSEPOINT,21,2.2941808303136897
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,5,1.0247229391404815
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,6,1.2464052324940578
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,7,1.2030039921213775
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,8,1.450916256338153
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,9,1.313974293939187
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,10,1.3570230119020534
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,17,2.1724797293450293
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,18,1.982254606459399
x,,,com.deepsleep.sleep.soft.music.sounds,SMAATO,19,1.8832867812405205
x,,,com.dirtybit.fra,RUBICON,21,0.42369044388263977
x,,,com.ea.game.tetris2011_na,PULSEPOINT,16,4.122920519868517
x,,,com.ea.game.tetris2011_na,RUBICON,6,2.2105973788801037
x,,,com.ea.game.tetris2011_na,RUBICON,7,2.5639121955269917
x,,,com.ea.game.tetris2011_na,RUBICON,10,2.693808541823296
x,,,com.ea.game.tetris2011_na,RUBICON,14,3.4631735336725713
x,,,com.ea.game.tetris2011_na,RUBICON,16,3.542362054630454
x,,,com.ea.game.tetris2011_na,RUBICON,18,3.3100823342862475
x,,,com.ea.game.tetris2011_na,RUBICON,19,3.5961620030418366
x,,,com.ea.game.tetris2011_na,RUBICON,20,3.1245021940938416
x,,,com.ea.gp.bej3,PULSEPOINT,4,0.0401049116325725
x,,,com.ea.gp.bej3,PULSEPOINT,5,0.02106996214018928
x,,,com.ea.gp.bej3,PULSEPOINT,7,0.024029655225871756
x,,,com.ea.gp.bej3,PULSEPOINT,8,0.024029655225871756
x,,,com.ea.gp.bej3,PULSEPOINT,9,0.022445425517080824
x,,,com.ea.gp.bej3,PULSEPOINT,11,0.02995821054985914
x,,,com.ea.gp.bej3,PULSEPOINT,12,0.02891563014464295
x,,,com.ea.gp.bej3,PULSEPOINT,14,0.03376613382903993
x,,,com.ea.gp.bej3,PULSEPOINT,15,0.03376613382903993
x,,,com.ea.gp.bej3,PULSEPOINT,18,0.3400922339689256
x,,,com.ea.gp.bej3,PULSEPOINT,21,0.028823558404237736
x,,,com.ea.tetrisblitz_na,SMARTADSERVER,20,0.08937581663362809
x,,,com.eastsidegames.trailerparkboys,UNITY,10,0.42658409859061613
x,,,com.eastsidegames.trailerparkboys,UNITY,14,1.5867677288534372
x,,,com.easybrain.sudoku.android,GOOGLE_ADX,13,0.0
x,,,com.enflick.android.TextNow,STICKYADS,4,0.3174113846661009
x,,,com.enflick.android.TextNow,STICKYADS,5,0.23180136301522974
x,,,com.enflick.android.TextNow,STICKYADS,6,0.2821365917212016
x,,,com.enflick.android.TextNow,STICKYADS,7,0.3441147109941571
x,,,com.enflick.android.TextNow,STICKYADS,8,0.3879059185475564
x,,,com.enflick.android.TextNow,STICKYADS,9,0.3774679131373923
x,,,com.enflick.android.TextNow,STICKYADS,10,0.37675561336182795
x,,,com.enflick.android.TextNow,STICKYADS,11,0.5866481556355401
x,,,com.enflick.android.TextNow,STICKYADS,12,0.62799046004483
x,,,com.enflick.android.TextNow,STICKYADS,13,0.564900742916318
x,,,com.enflick.android.TextNow,STICKYADS,14,0.5769095856746304
x,,,com.enflick.android.TextNow,STICKYADS,15,0.6981166230611356
x,,,com.enflick.android.TextNow,STICKYADS,16,0.689613157490199
x,,,com.enflick.android.TextNow,STICKYADS,17,0.4292978549432157
x,,,com.enflick.android.TextNow,STICKYADS,18,0.3754111550819251
x,,,com.enflick.android.TextNow,STICKYADS,19,0.6225877197767334
x,,,com.enflick.android.TextNow,STICKYADS,20,0.8283667424848151
x,,,com.enflick.android.TextNow,STICKYADS,21,0.709576108754252
x,,,com.enflick.android.TextNow,VDOPIA,14,0.26617436040796405
x,,,com.enflick.android.TextNow,VDOPIA,15,0.21791186926267203
x,,,com.enflick.android.textnow,PULSEPOINT,14,4.107064819116704
x,,,com.enflick.android.textnow,PULSEPOINT,15,4.369324006285664
x,,,com.enflick.android.textnow,PULSEPOINT,16,4.2274604236820625
x,,,com.enflick.android.textnow,PULSEPOINT,18,4.54453263432961
x,,,com.episodeinteractive.android.catalog,UNITY,16,2.55977326846807
x,,,com.episodeinteractive.android.catalog,UNITY,20,1.3516538943720156
x,,,com.etermax.trivia.preguntados2,GOOGLE_ADX,17,3.1904302523205215
x,,,com.etermax.trivia.preguntados2,OPENX,6,1.1189663367255853
x,,,com.etermax.trivia.preguntados2,OPENX,19,2.0716289287091803
x,,,com.etermax.trivia.preguntados2,PULSEPOINT,5,0.041773932002269226
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,4,0.7803143628806207
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,6,0.17166584402226837
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,8,1.256503456040846
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,9,0.6532083140257441
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,14,1.7768475291674433
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,17,1.8268526652775443
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,19,0.38563617537693573
x,,,com.europosit.pixelcoloring,GOOGLE_ADX,21,0.9153835546657707
x,,,com.europosit.pixelcoloring,OPENX,8,2.3753983190545718
x,,,com.europosit.pixelcoloring,OPENX,15,2.834187293722578
x,,,com.europosit.pixelcoloring,OPENX,17,3.268255120225593
x,,,com.europosit.pixelcoloring,OPENX,19,2.8356563020551153
x,,,com.europosit.pixelcoloring,OPENX,20,2.865431905852142
x,,,com.europosit.pixelcoloring,PULSEPOINT,4,0.057258333715841145
x,,,com.europosit.pixelcoloring,PULSEPOINT,5,0.479796185969453
x,,,com.europosit.pixelcoloring,PULSEPOINT,10,0.08273530459248005
x,,,com.europosit.pixelcoloring,PULSEPOINT,13,1.6704076946198656
x,,,com.europosit.pixelcoloring,PULSEPOINT,14,0.1376016492208956
x,,,com.europosit.pixelcoloring,PULSEPOINT,16,0.10212757700971697
x,,,com.europosit.pixelcoloring,PULSEPOINT,19,1.1810042188940248
x,,,com.europosit.pixelcoloring,UNITY,4,0.4945764959731409
x,,,com.europosit.pixelcoloring,UNITY,5,0.4596522086819742
x,,,com.europosit.pixelcoloring,UNITY,6,0.5873453563277083
x,,,com.europosit.pixelcoloring,UNITY,7,0.6323769265738837
x,,,com.europosit.pixelcoloring,UNITY,8,0.630826031015551
x,,,com.europosit.pixelcoloring,UNITY,9,0.5776900670623637
x,,,com.europosit.pixelcoloring,UNITY,10,0.630060252040475
x,,,com.europosit.pixelcoloring,UNITY,11,0.7894581692703291
x,,,com.europosit.pixelcoloring,UNITY,12,0.8367118175046765
x,,,com.europosit.pixelcoloring,UNITY,13,0.921993845692989
x,,,com.europosit.pixelcoloring,UNITY,14,1.1432541503460067
x,,,com.europosit.pixelcoloring,UNITY,15,1.1027229344855907
x,,,com.europosit.pixelcoloring,UNITY,16,1.1482730259437424
x,,,com.europosit.pixelcoloring,UNITY,17,1.1940011390790228
x,,,com.europosit.pixelcoloring,UNITY,18,1.0410319514916864
x,,,com.europosit.pixelcoloring,UNITY,19,1.0234019704060873
x,,,com.europosit.pixelcoloring,UNITY,20,0.7962795835722015
x,,,com.europosit.pixelcoloring,UNITY,21,0.6515883503130361
x,,,com.fanatee.cody,UNITY,13,1.6117430628377005
x,,,com.fanatee.cody,UNITY,16,2.4357025460753183
x,,,com.fingersoft.hcr2,GOOGLE_ADX,13,0.0
x,,,com.fingersoft.hcr2,UNITY,11,0.0
x,,,com.fiogonia.dominoes,GOOGLE_ADX,4,0.6954522738886483
x,,,com.fiogonia.dominoes,GOOGLE_ADX,10,1.146328677386708
x,,,com.fiogonia.dominoes,GOOGLE_ADX,13,1.6478996915363309
x,,,com.fiogonia.dominoes,GOOGLE_ADX,14,2.039330288008428
x,,,com.fiogonia.dominoes,GOOGLE_ADX,15,1.7497338464213843
x,,,com.fiogonia.dominoes,GOOGLE_ADX,19,1.5774817031730999
x,,,com.fiogonia.dominoes,GOOGLE_ADX,20,1.2678355887976978
x,,,com.fiogonia.dominoes,GOOGLE_ADX,21,1.1004055445420162
x,,,com.fiogonia.dominoes,OPENX,6,1.8814897750124655
x,,,com.fiogonia.dominoes,OPENX,12,3.769011809965481
x,,,com.fiogonia.dominoes,OPENX,17,3.696412267832729
x,,,com.fiogonia.dominoes,OPENX,19,4.13792029801791
x,,,com.fiogonia.dominoes,OPENX,20,2.724915340340205
x,,,com.fiogonia.dominoes,OPENX,21,2.1625178308001956
x,,,com.fiogonia.dominoes,UNITY,4,0.2526641710422072
x,,,com.fiogonia.dominoes,UNITY,5,0.22191263509520265
x,,,com.fiogonia.dominoes,UNITY,6,0.34798881687479555
x,,,com.fiogonia.dominoes,UNITY,7,0.31932070515957717
x,,,com.fiogonia.dominoes,UNITY,8,0.4169185095656027
x,,,com.fiogonia.dominoes,UNITY,9,0.44857315418418614
x,,,com.fiogonia.dominoes,UNITY,10,0.36055410222313855
x,,,com.fiogonia.dominoes,UNITY,11,0.528062322673541
x,,,com.fiogonia.dominoes,UNITY,12,0.48873128290257345
x,,,com.fiogonia.dominoes,UNITY,13,0.49504130890331993
x,,,com.fiogonia.dominoes,UNITY,14,0.7210238493466153
x,,,com.fiogonia.dominoes,UNITY,15,0.6975872738240794
x,,,com.fiogonia.dominoes,UNITY,16,0.6836315816098467
x,,,com.fiogonia.dominoes,UNITY,17,0.6297429969050945
x,,,com.fiogonia.dominoes,UNITY,18,0.6030771193473452
x,,,com.fiogonia.dominoes,UNITY,19,0.581696214237278
x,,,com.fiogonia.dominoes,UNITY,20,0.4628821280259955
x,,,com.fiogonia.dominoes,UNITY,21,0.3962713272578783
x,,,com.fiogonia.spades,GOOGLE_ADX,13,1.6653309216048944
x,,,com.fiogonia.spades,GOOGLE_ADX,20,1.712283073974681
x,,,com.fiogonia.spades,PULSEPOINT,14,3.8109679304146784
x,,,com.fiogonia.spades,PULSEPOINT,15,3.589161884994965
x,,,com.fiogonia.spades,PULSEPOINT,16,3.473103143644985
x,,,com.fiogonia.spades,PULSEPOINT,17,2.9953094152557456
x,,,com.fiogonia.yatzy,GOOGLE_ADX,17,1.9410964357119975
x,,,com.fiogonia.yatzy,GOOGLE_ADX,20,1.638031658560125
x,,,com.fiogonia.yatzy,GOOGLE_ADX,21,1.997843849694309
x,,,com.fiogonia.yatzy,PULSEPOINT,16,4.929730181310729
x,,,com.fiogonia.yatzy,UNITY,4,0.4326637244911735
x,,,com.fiogonia.yatzy,UNITY,5,0.3502218547929724
x,,,com.fiogonia.yatzy,UNITY,6,0.8430718200240496
x,,,com.fiogonia.yatzy,UNITY,7,0.4535062327842755
x,,,com.fiogonia.yatzy,UNITY,8,0.12947048783198192
x,,,com.fiogonia.yatzy,UNITY,9,0.6525053021127637
x,,,com.fiogonia.yatzy,UNITY,10,0.4754584851282685
x,,,com.fiogonia.yatzy,UNITY,11,0.6807923024643391
x,,,com.fiogonia.yatzy,UNITY,12,0.8038183864775604
x,,,com.fiogonia.yatzy,UNITY,13,0.5915716998359384
x,,,com.fiogonia.yatzy,UNITY,14,0.9048349849483877
x,,,com.fiogonia.yatzy,UNITY,15,0.9203734688720032
x,,,com.fiogonia.yatzy,UNITY,16,0.8238407297853205
x,,,com.fiogonia.yatzy,UNITY,17,0.8486599141215481
x,,,com.fiogonia.yatzy,UNITY,18,1.0400857439704663
x,,,com.fiogonia.yatzy,UNITY,19,0.7654652986163539
x,,,com.fiogonia.yatzy,UNITY,20,0.7335496334993007
x,,,com.fiogonia.yatzy,UNITY,21,0.6393421346697757
x,,,com.firsttouchgames.dls3,OPENX,13,0.4132303343869755
x,,,com.firsttouchgames.dls3,OPENX,14,0.5929340052769659
x,,,com.firsttouchgames.dls3,OPENX,15,0.5473576332187582
x,,,com.firsttouchgames.dls3,OPENX,16,0.5473576332187582
x,,,com.firsttouchgames.dls3,UNITY,7,0.7502245545052023
x,,,com.firsttouchgames.dls3,UNITY,8,0.8678011496148252
x,,,com.firsttouchgames.dls3,UNITY,11,0.6500914566285771
x,,,com.firsttouchgames.dls3,UNITY,12,1.1549770767496927
x,,,com.firsttouchgames.dls3,UNITY,13,0.9817031338308304
x,,,com.firsttouchgames.dls3,UNITY,14,1.2454991183657398
x,,,com.firsttouchgames.dls3,UNITY,15,1.5339964692238746
x,,,com.firsttouchgames.dls3,UNITY,16,1.6006504003674948
x,,,com.firsttouchgames.dls3,UNITY,17,1.650374657714638
x,,,com.firsttouchgames.dls3,UNITY,18,1.4437828304869131
x,,,com.firsttouchgames.dls3,UNITY,19,1.4439257463574429
x,,,com.firsttouchgames.dls3,UNITY,20,0.9551934120843816
x,,,com.firsttouchgames.dls3,UNITY,21,1.048254158666626
x,,,com.fluffyfairygames.idleminertycoon,OPENX,6,0.0
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,4,0.5913335428679511
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,9,0.8316047907857839
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,11,1.0541299417121777
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,12,1.2937434647239419
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,13,1.3425289019442903
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,15,1.7393686186802382
x,,,com.fluffyfairygames.idleminertycoon,RUBICON,21,1.0585237151794087
x,,,com.fluffyfairygames.idleminertycoon,UNITY,4,0.7947252680191575
x,,,com.fluffyfairygames.idleminertycoon,UNITY,9,0.5550703890766225
x,,,com.fluffyfairygames.idleminertycoon,UNITY,10,1.0350720336071753
x,,,com.fluffyfairygames.idleminertycoon,UNITY,11,1.018093901429252
x,,,com.fluffyfairygames.idleminertycoon,UNITY,14,1.8566639726255814
x,,,com.fluffyfairygames.idleminertycoon,UNITY,15,1.8287945768661829
x,,,com.fluffyfairygames.idleminertycoon,UNITY,16,1.576900467448143
x,,,com.fluffyfairygames.idleminertycoon,UNITY,20,1.3567600373458402
x,,,com.fluffyfairygames.idleminertycoon,UNITY,21,1.004508816755223
x,,,com.freegame.solitaire.basic2,OPENX,12,0.48720256406879603
x,,,com.fungames.sniper3d,OPENX,4,0.3088619832025166
x,,,com.fungames.sniper3d,OPENX,7,0.3573427797672299
x,,,com.fungames.sniper3d,OPENX,12,0.6233798418615784
x,,,com.fungames.sniper3d,OPENX,13,0.8610712426048142
x,,,com.fungames.sniper3d,OPENX,14,0.797387228874215
x,,,com.fungames.sniper3d,OPENX,17,0.857267525606552
x,,,com.fungames.sniper3d,OPENX,18,0.8447766121166865
x,,,com.fungames.sniper3d,OPENX,19,0.7708843056853653
x,,,com.fungames.sniper3d,OPENX,20,0.6789240684048586
x,,,com.fungames.sniper3d,OPENX,21,0.5930610117971213
x,,,com.fungames.sniper3d,RUBICON,4,0.7866334623019667
x,,,com.fungames.sniper3d,RUBICON,5,0.7657961623436199
x,,,com.fungames.sniper3d,RUBICON,6,0.9778795755757668
x,,,com.fungames.sniper3d,RUBICON,7,1.0535582982481768
x,,,com.fungames.sniper3d,RUBICON,8,1.1119099048423835
x,,,com.fungames.sniper3d,RUBICON,9,1.116379689805944
x,,,com.fungames.sniper3d,RUBICON,10,1.2584943445761088
x,,,com.fungames.sniper3d,RUBICON,11,1.6081361890524397
x,,,com.fungames.sniper3d,RUBICON,12,1.6264777594940572
x,,,com.fungames.sniper3d,RUBICON,13,1.8004964710026992
x,,,com.fungames.sniper3d,RUBICON,14,2.103788440394382
x,,,com.fungames.sniper3d,RUBICON,15,2.0230075573036985
x,,,com.fungames.sniper3d,RUBICON,16,2.0849458789636444
x,,,com.fungames.sniper3d,RUBICON,17,2.0494584389089696
x,,,com.fungames.sniper3d,RUBICON,18,1.8889011164668428
x,,,com.fungames.sniper3d,RUBICON,19,1.8136892883082385
x,,,com.fungames.sniper3d,RUBICON,20,1.7068457556168146
x,,,com.fungames.sniper3d,RUBICON,21,1.5047990882215947
x,,,com.fungames.sniper3d,UNITY,4,0.31038247099600347
x,,,com.fungames.sniper3d,UNITY,5,0.39114975682606723
x,,,com.fungames.sniper3d,UNITY,6,0.5297635528976903
x,,,com.fungames.sniper3d,UNITY,7,0.5283412335492529
x,,,com.fungames.sniper3d,UNITY,8,0.5834768715282449
x,,,com.fungames.sniper3d,UNITY,9,0.5350538282787519
x,,,com.fungames.sniper3d,UNITY,10,0.5191458720137084
x,,,com.fungames.sniper3d,UNITY,11,0.6989354599060915
x,,,com.fungames.sniper3d,UNITY,12,0.6610512598701184
x,,,com.fungames.sniper3d,UNITY,13,0.7951752111270746
x,,,com.fungames.sniper3d,UNITY,14,1.009224672140291
x,,,com.fungames.sniper3d,UNITY,15,0.932045444373623
x,,,com.fungames.sniper3d,UNITY,16,0.9349420898277023
x,,,com.fungames.sniper3d,UNITY,17,1.0567114198625371
x,,,com.fungames.sniper3d,UNITY,18,0.8828234020974681
x,,,com.fungames.sniper3d,UNITY,19,0.8640377231885475
x,,,com.fungames.sniper3d,UNITY,20,0.6972420597799938
x,,,com.fungames.sniper3d,UNITY,21,0.6147337518107994
x,,,com.glu.baseball18,OPENX,4,0.7696264146041087
x,,,com.glu.baseball18,OPENX,5,0.7646003910014837
x,,,com.glu.baseball18,OPENX,6,0.8640422916432642
x,,,com.glu.baseball18,OPENX,7,0.9061206937358947
x,,,com.glu.baseball18,OPENX,9,1.00157465790974
x,,,com.glu.baseball18,OPENX,10,1.2423955119729149
x,,,com.glu.baseball18,OPENX,11,1.3655032662689928
x,,,com.glu.baseball18,OPENX,12,1.3100340530967038
x,,,com.glu.baseball18,OPENX,13,1.326627491368118
x,,,com.glu.baseball18,OPENX,14,1.7529610551281318
x,,,com.glu.baseball18,OPENX,15,1.8097472489748074
x,,,com.glu.baseball18,OPENX,16,1.6568270131503566
x,,,com.glu.baseball18,OPENX,17,1.7213107671093661
x,,,com.glu.baseball18,OPENX,18,1.6642458288008297
x,,,com.glu.baseball18,OPENX,19,1.5516849593045334
x,,,com.glu.baseball18,OPENX,20,1.3489531743804015
x,,,com.glu.baseball18,OPENX,21,1.1599216536190236
x,,,com.gramgames.tenten,OPENX,4,0.8185976155116339
x,,,com.gramgames.tenten,OPENX,18,2.116495689440856
x,,,com.gsn.android.tripeaks,SMAATO,5,0.019024956015099757
x,,,com.gsn.android.tripeaks,SMAATO,14,0.05793713759371543
x,,,com.h8games.helixjump,GOOGLE_ADX,4,0.22414913349536067
x,,,com.h8games.helixjump,GOOGLE_ADX,6,0.5590861927513868
x,,,com.h8games.helixjump,GOOGLE_ADX,19,0.9921092773348257
x,,,com.h8games.helixjump,GOOGLE_ADX,21,0.6854643255897233
x,,,com.h8games.helixjump,UNITY,4,0.5567632635095621
x,,,com.h8games.helixjump,UNITY,5,0.5661906955193281
x,,,com.h8games.helixjump,UNITY,6,0.7284105509115353
x,,,com.h8games.helixjump,UNITY,7,0.7197722329297048
